Temperature_C,Time_hours,pH,Enzyme_mL,Substrate_gL,Inoculum_mL,Biofuel_Yield_gL
32.5,84.1,5.46,27.7,178.3,5.8,5.0
34.3,59.5,5.34,30.0,163.1,5.0,5.0
39.5,96.0,5.64,11.8,80.4,5.5,5.0
36.6,29.7,5.72,13.2,137.6,5.0,5.0
33.6,69.0,5.74,25.1,163.6,5.0,5.0
36.4,30.4,5.59,10.0,88.4,14.6,5.0
38.5,31.3,5.4,10.0,129.2,5.5,5.0
37.3,39.8,5.06,14.2,97.2,5.0,5.0
35.1,34.1,5.84,15.2,83.8,5.0,5.0
33.4,41.5,5.62,35.2,195.4,7.0,5.0
36.7,49.1,5.7,36.8,186.9,5.5,5.0
36.0,83.0,5.49,20.8,116.9,6.1,5.0
37.2,46.5,5.71,15.2,70.5,5.0,5.0
36.6,24.7,5.08,17.5,159.2,5.0,5.0
37.6,96.0,5.67,21.4,88.4,5.0,5.0
33.7,35.9,5.52,17.6,75.3,6.7,5.0
38.3,53.0,5.54,14.2,107.2,14.9,7.32
35.5,68.3,5.63,22.8,129.5,6.5,5.0
40.0,60.3,5.42,12.6,64.6,7.1,5.0
33.3,94.4,5.66,27.7,135.8,5.0,5.0
39.3,69.4,5.24,10.0,52.3,5.0,5.0
35.5,35.5,5.38,23.8,183.8,6.7,5.0
33.4,96.0,5.04,25.8,188.1,5.0,5.0
33.8,60.2,5.28,28.5,160.0,5.3,5.0
34.2,50.7,5.38,10.0,120.0,5.0,5.0
36.1,88.4,5.79,10.0,88.2,5.0,5.0
36.3,61.9,5.24,28.7,161.6,19.4,28.52
33.6,66.7,5.18,29.8,189.8,8.6,6.31
34.9,96.0,5.47,11.2,73.8,5.7,5.0
40.0,47.6,5.09,11.5,119.9,5.0,5.0
39.3,46.6,5.1,10.0,97.3,19.3,10.37
36.1,57.9,5.68,12.4,103.5,5.0,5.0
35.1,93.3,5.44,18.4,110.9,6.5,5.0
35.3,25.7,5.73,26.0,192.8,11.5,5.0
36.5,24.0,5.17,17.8,88.8,5.0,5.0
32.4,40.7,5.42,13.8,123.9,10.5,5.38
34.4,24.1,5.84,26.3,192.7,10.3,5.0
30.8,44.1,5.45,21.7,121.4,5.0,5.0
36.0,70.2,5.34,25.0,179.5,6.8,5.94
36.6,35.0,5.65,10.0,58.8,5.0,5.0
33.8,26.8,5.51,25.7,193.0,5.0,5.0
38.9,56.5,4.84,10.0,78.1,5.6,5.0
31.9,84.0,5.43,31.3,197.0,9.8,8.23
31.3,24.0,5.36,13.9,76.3,6.6,5.0
35.6,82.3,5.87,18.6,116.7,5.0,5.0
37.6,82.2,5.63,11.4,96.3,6.4,5.0
39.2,88.0,5.45,16.2,115.0,5.0,5.0
33.9,96.0,5.74,21.1,87.6,6.3,5.0
37.7,96.0,5.27,22.1,194.8,9.9,9.51
34.9,45.7,5.31,23.8,95.9,10.0,7.3
34.6,57.7,5.51,22.7,148.0,5.0,5.0
37.2,44.3,5.82,10.0,70.6,5.0,5.0
36.6,54.7,5.11,30.8,173.7,5.1,5.0
31.1,96.0,5.63,10.0,131.4,6.2,5.0
38.7,27.9,5.54,36.4,196.9,5.0,5.0
38.5,35.5,5.23,26.3,113.5,12.3,13.71
33.4,96.0,5.81,17.3,79.3,5.1,5.0
36.0,90.9,5.57,10.0,101.9,15.9,5.0
36.2,45.5,5.5,27.9,160.5,5.0,5.0
35.7,83.7,5.55,30.6,148.9,6.2,5.0
33.6,64.8,5.63,32.7,166.8,5.0,5.0
33.3,96.0,5.18,10.0,61.0,8.9,5.0
34.9,56.7,5.49,25.6,137.1,8.0,5.0
37.9,91.2,5.75,37.5,189.8,5.0,5.0
36.4,96.0,5.25,10.1,66.2,6.2,5.0
34.1,73.6,5.59,10.0,64.2,7.0,5.0
36.9,56.0,5.33,27.8,157.5,7.8,6.53
30.0,78.4,5.47,19.9,97.3,13.3,6.24
37.9,45.5,5.16,21.6,148.8,17.1,18.85
30.7,96.0,5.34,13.8,131.8,6.1,5.0
34.1,59.7,5.37,34.6,197.9,9.6,9.71
32.2,47.6,5.46,23.7,183.4,5.0,5.0
31.8,36.0,5.28,24.7,151.7,14.3,11.08
37.9,94.5,5.5,21.2,89.3,5.0,5.0
33.8,84.2,5.24,10.0,89.3,7.3,5.0
35.9,42.6,5.53,31.9,182.3,5.2,5.0
34.9,72.8,5.6,19.6,137.8,10.6,5.2
36.2,25.7,5.2,24.4,168.4,5.0,5.0
35.2,59.9,5.7,20.2,117.5,5.0,5.0
31.8,68.5,5.37,10.0,65.5,7.2,5.0
37.5,96.0,5.41,10.0,99.9,12.3,5.0
33.8,37.1,5.68,10.0,74.2,5.0,5.0
31.1,28.8,5.62,31.3,167.3,7.0,5.0
33.9,34.9,5.53,21.4,155.1,5.0,5.0
38.8,28.0,5.02,12.3,63.3,5.0,5.0
37.1,96.0,5.55,19.1,143.2,7.0,5.0
34.1,96.0,5.18,21.4,181.1,13.9,13.93
34.1,64.1,5.52,26.5,154.6,5.8,5.0
34.2,96.0,5.79,20.6,126.7,8.9,5.0
40.0,58.4,5.64,13.3,96.8,5.0,5.0
36.0,52.1,5.39,29.0,183.1,5.0,5.0
36.1,46.2,5.57,12.2,113.4,5.0,5.0
37.6,46.7,5.45,32.0,178.3,6.1,5.0
35.6,25.2,5.71,31.6,167.4,5.0,5.0
34.4,62.3,5.56,29.7,172.4,5.0,5.0
34.5,53.5,5.03,27.9,198.5,5.0,5.0
34.8,79.3,5.66,24.6,162.3,8.1,5.0
34.9,57.2,5.62,16.1,55.1,11.8,5.0
36.8,50.3,5.19,18.5,80.8,6.7,5.0
35.1,35.3,5.37,18.3,55.3,5.7,5.0
36.8,56.6,5.27,10.0,78.5,5.0,5.0
34.8,79.0,5.61,10.0,59.2,5.0,5.0
35.2,30.8,5.51,19.5,125.2,10.4,5.0
30.0,57.0,5.47,10.2,54.2,5.2,5.0
37.3,61.3,5.41,17.4,120.9,17.8,14.34
35.9,38.1,5.35,25.8,184.8,5.0,5.0
37.5,40.7,5.56,30.7,162.3,5.9,5.0
30.0,61.3,5.08,28.3,191.6,5.1,5.0
40.0,31.0,5.1,10.0,84.0,5.0,5.0
34.7,65.0,5.44,14.0,129.7,9.7,5.0
37.8,34.9,4.98,15.9,97.8,5.0,5.0
32.4,92.9,5.55,33.6,124.1,5.0,5.0
36.5,96.0,5.85,15.2,133.6,5.0,5.0
32.4,35.5,5.07,10.0,55.4,5.0,5.0
33.4,71.3,5.59,24.8,85.0,7.1,5.0
39.8,38.0,5.73,20.9,155.7,16.4,8.61
34.5,91.9,5.54,27.2,165.9,10.2,6.12
35.5,29.0,5.46,29.7,135.4,6.7,5.0
37.2,69.4,5.63,10.0,90.6,6.7,5.0
36.2,35.3,5.04,15.1,110.8,5.0,5.0
35.4,49.2,5.58,10.0,64.4,11.6,5.0
35.9,32.6,5.09,21.4,193.0,8.0,5.35
40.0,82.4,5.39,34.9,180.3,8.4,11.83
34.9,35.9,5.39,10.0,59.8,5.0,5.0
35.5,72.0,5.32,10.0,75.0,6.4,5.0
37.6,46.0,5.2,18.4,137.2,5.0,5.0
37.8,51.6,5.48,17.4,84.9,5.6,5.0
38.0,58.8,5.18,29.1,190.2,5.0,5.0
36.6,37.3,5.31,20.5,163.3,6.7,5.0
32.1,60.7,5.0,15.7,91.0,5.9,5.0
39.1,96.0,5.5,11.7,50.9,5.0,5.0
32.1,37.0,5.49,25.4,169.9,8.2,5.0
35.8,96.0,5.07,15.9,113.6,5.0,5.0
33.1,96.0,5.22,27.0,146.4,8.2,5.44
34.8,36.3,5.43,13.1,93.0,5.0,5.0
35.8,26.4,5.36,18.8,71.4,5.0,5.0
35.8,63.5,5.88,18.9,151.3,5.2,5.0
36.1,41.5,5.55,13.7,117.5,5.5,5.0
39.0,96.0,5.6,10.0,85.3,5.1,5.0
36.1,55.6,5.42,10.0,70.6,5.0,5.0
34.4,36.6,5.52,20.6,137.1,17.3,9.85
37.4,30.8,5.23,17.2,158.8,5.0,5.0
38.0,94.2,4.95,14.4,92.6,5.0,5.0
31.9,41.0,5.74,26.9,160.3,5.0,5.0
36.5,55.8,5.86,10.0,77.5,5.0,5.0
36.8,88.0,5.79,12.5,100.8,5.0,5.0
34.3,42.9,5.69,27.1,161.7,7.1,5.0
38.4,53.4,4.9,16.9,149.0,5.0,5.0
34.6,54.1,5.57,12.0,90.6,6.6,5.0
35.3,76.8,4.85,15.7,68.3,5.0,5.0
34.6,73.4,5.52,17.4,56.4,6.9,5.0
35.0,48.9,5.7,28.6,175.7,12.2,6.87
32.3,56.4,5.57,10.0,61.3,5.0,5.0
31.4,45.3,5.66,10.0,67.2,10.2,5.0
39.0,26.1,5.22,17.4,85.7,10.0,6.15
32.9,62.1,4.99,23.2,116.9,8.1,5.0
32.5,96.0,4.94,19.5,168.5,5.0,5.0
30.0,35.1,5.36,17.6,87.1,5.0,5.0
33.4,37.1,5.26,16.7,131.5,5.0,5.0
31.7,35.3,5.56,10.0,63.6,10.8,5.0
39.1,78.4,5.56,17.2,119.7,9.7,5.0
37.5,68.3,5.29,16.5,76.6,5.0,5.0
33.3,50.4,5.17,13.8,81.7,7.0,5.0
40.0,34.5,5.57,17.2,105.0,8.7,5.0
37.5,57.2,5.15,26.4,164.2,6.0,5.0
34.2,25.0,5.68,26.6,161.6,5.0,5.0
30.0,58.7,5.18,16.3,112.2,5.0,5.0
40.0,84.4,5.64,13.3,67.8,5.0,5.0
31.5,29.2,5.63,10.5,92.1,5.0,5.0
30.9,25.4,5.3,22.1,125.8,6.1,5.0
37.6,96.0,5.48,31.3,180.4,5.4,5.0
40.0,40.2,5.71,32.8,195.2,5.0,5.0
38.5,96.0,5.58,25.6,145.6,12.3,10.12
36.4,50.6,5.39,17.7,102.6,5.0,5.0
36.5,50.4,5.58,29.0,154.0,5.0,5.0
37.1,68.0,5.15,10.0,100.4,5.0,5.0
36.9,35.1,5.49,25.8,143.8,7.8,5.0
35.7,58.3,5.37,22.9,86.6,5.0,5.0
35.3,45.1,5.09,10.4,90.0,5.1,5.0
34.8,28.2,5.73,10.0,61.3,9.0,5.0
33.1,64.6,5.57,23.4,113.0,20.0,11.43
34.3,47.9,5.34,16.8,142.7,7.0,5.0
30.8,50.5,5.58,21.9,168.3,6.0,5.0
34.8,29.8,5.68,26.6,171.6,15.6,8.14
32.5,96.0,5.73,25.8,198.9,5.0,5.0
32.2,84.6,5.56,13.8,63.2,10.7,5.0
35.4,88.4,5.51,14.6,124.0,5.0,5.0
38.5,46.9,4.89,21.0,128.2,20.0,15.55
37.3,24.0,5.82,27.0,170.7,13.0,5.0
31.1,96.0,5.17,21.8,90.0,5.0,5.0
32.5,53.0,5.37,14.9,60.4,9.2,5.0
37.4,37.5,5.59,11.9,97.1,5.0,5.0
32.5,67.2,5.63,23.3,197.6,7.4,5.0
34.4,96.0,5.85,31.9,184.9,7.3,5.0
36.4,54.0,5.3,13.1,109.3,5.0,5.0
32.6,96.0,5.59,25.5,181.4,9.3,5.0
35.3,93.8,5.6,10.0,54.9,5.0,5.0
31.7,31.9,5.27,18.0,97.1,8.1,5.0
33.5,39.0,5.71,20.6,159.0,7.9,5.0
35.8,88.1,5.41,12.3,83.2,7.3,5.0
31.0,24.0,5.62,11.9,79.8,5.9,5.0
36.1,50.7,5.76,27.8,179.3,8.1,5.0
35.0,26.7,5.53,24.7,142.4,7.0,5.0
36.4,43.0,5.64,28.5,198.4,5.0,5.0
35.6,47.0,4.9,10.0,70.2,5.0,5.0
38.4,45.6,5.21,10.0,103.4,5.0,5.0
35.3,41.4,5.54,15.0,96.7,5.0,5.0
33.9,31.5,5.4,26.5,182.0,9.8,5.0
35.3,96.0,5.65,10.0,88.3,5.0,5.0
36.4,96.0,5.33,15.8,103.0,5.0,5.0
35.1,30.5,5.11,15.0,71.4,5.7,5.0
35.1,96.0,4.94,30.5,166.3,5.3,5.0
33.2,44.7,5.78,10.0,85.7,8.5,5.0
33.3,58.2,5.71,10.0,60.2,5.0,5.0
31.5,52.9,5.12,22.1,115.3,5.0,5.0
39.4,39.3,5.47,24.3,108.7,5.0,5.0
31.9,89.3,5.47,10.0,76.6,7.6,5.0
33.3,58.1,5.19,17.4,70.0,6.3,5.0
33.2,43.0,5.26,20.9,184.5,5.0,5.0
37.2,28.4,5.37,14.8,60.2,9.0,5.07
34.3,34.9,5.71,10.0,64.9,17.2,5.0
38.1,24.0,5.75,20.8,86.8,7.4,5.0
33.3,54.9,5.75,26.6,192.9,5.0,5.0
35.7,30.0,5.43,10.0,62.8,8.1,5.0
32.9,47.8,5.28,25.2,172.4,6.3,5.0
40.0,96.0,5.49,19.9,183.8,5.0,5.0
32.0,96.0,5.76,10.0,106.7,16.5,5.0
35.8,53.7,5.7,16.7,94.1,11.2,5.0
36.6,52.3,5.03,27.7,151.6,6.8,5.0
36.0,96.0,5.44,26.3,155.4,5.0,5.0
34.5,70.8,5.08,18.8,167.0,5.0,5.0
34.7,46.3,5.62,28.6,174.6,5.1,5.0
35.1,26.8,5.29,10.0,90.3,5.0,5.0
34.6,66.5,5.34,25.0,153.0,6.8,5.0
37.4,82.7,5.62,16.2,70.2,5.0,5.0
40.0,39.8,4.92,20.8,126.6,5.0,5.0
33.6,63.2,5.31,28.6,141.9,11.3,11.61
31.6,45.5,5.09,10.4,74.3,5.0,5.0
34.8,49.8,5.26,10.0,61.5,17.2,5.32
40.0,24.0,5.59,12.2,79.2,6.4,5.0
33.0,48.9,5.66,10.3,113.1,7.8,5.0
39.1,88.6,5.77,25.5,183.2,5.0,5.0
39.2,39.8,5.51,17.9,129.8,7.8,5.0
33.6,56.1,5.57,22.9,162.3,10.5,5.16
36.4,37.4,5.26,12.8,76.1,7.3,5.0
39.1,65.4,4.9,10.0,65.9,5.0,5.0
34.1,49.0,5.4,10.0,85.9,5.0,5.0
34.5,34.1,5.46,20.2,97.1,6.1,5.0
33.5,96.0,5.36,10.0,132.2,5.0,5.0
32.5,86.9,5.54,30.4,182.2,6.7,5.0
33.4,40.3,5.44,15.2,113.9,8.6,5.0
31.9,70.0,5.26,20.0,127.8,5.0,5.0
35.1,71.4,5.53,15.4,50.7,5.0,5.0
33.1,75.3,5.61,10.0,55.0,5.2,5.0
35.6,24.0,5.6,12.5,62.6,5.0,5.0
31.1,90.3,5.51,23.5,154.8,5.0,5.0
35.8,41.1,5.55,17.9,122.9,8.7,5.0
37.1,45.7,5.14,10.7,78.9,6.0,5.0
30.0,96.0,5.43,24.3,138.9,10.7,5.38
35.9,63.5,5.04,16.1,131.7,8.7,5.0
38.1,45.0,5.56,10.0,63.3,9.3,5.0
32.0,24.0,5.58,22.3,146.1,5.0,5.0
39.2,96.0,5.44,25.7,165.1,5.0,5.0
36.0,27.9,5.13,10.0,93.0,5.0,5.0
33.2,33.1,5.43,22.9,153.1,10.9,6.42
34.9,46.3,5.57,10.0,80.0,5.0,5.0
36.4,96.0,5.56,27.7,163.5,6.9,5.0
35.2,80.4,5.31,19.0,186.8,5.0,5.0
36.3,50.5,5.34,27.1,116.3,5.0,5.0
32.7,63.7,5.18,11.3,86.7,13.5,6.09
35.4,40.4,5.17,12.2,109.9,10.5,5.0
31.5,58.5,5.68,11.7,87.5,5.7,5.0
34.7,56.6,5.77,10.3,50.2,5.0,5.0
32.7,88.6,5.53,26.6,147.6,6.2,5.0
33.2,88.6,5.46,10.0,56.4,5.0,5.0
38.1,69.9,5.64,10.0,81.6,5.1,5.0
37.7,45.6,4.9,17.7,158.4,6.5,5.0
36.5,79.1,5.69,23.9,149.9,5.4,5.0
32.3,52.1,5.42,14.1,61.0,5.0,5.0
34.2,31.8,5.58,27.9,149.0,5.0,5.0
38.0,44.6,5.41,29.3,189.6,5.0,5.0
35.4,57.0,5.73,14.0,61.2,15.5,5.0
40.0,86.1,5.1,26.4,112.4,6.9,6.71
36.0,49.8,5.59,29.9,159.4,5.0,5.0
35.5,29.8,5.79,27.1,150.2,5.0,5.0
34.2,56.2,5.15,10.0,84.0,6.6,5.0
35.3,57.8,4.87,16.0,74.5,8.1,5.0
34.6,59.9,5.74,27.5,167.6,5.0,5.0
36.8,86.5,4.74,32.3,193.4,5.3,5.0
37.4,90.9,5.15,31.1,165.1,10.3,13.31
33.0,40.6,5.47,31.0,194.5,13.6,14.2
31.7,40.1,5.65,20.6,140.7,5.0,5.0
30.4,32.5,5.18,23.1,189.4,5.0,5.0
36.3,77.4,5.4,21.6,153.6,9.6,7.33
32.2,96.0,5.48,29.0,186.3,11.8,7.87
30.0,46.6,5.68,12.5,74.2,9.5,5.0
36.0,48.4,5.31,27.1,172.3,5.0,5.0
40.0,96.0,5.61,16.7,79.5,10.9,5.0
35.0,70.3,5.54,12.4,54.1,5.0,5.0
37.1,67.9,5.4,18.8,127.6,6.9,5.0
35.2,30.1,5.79,10.4,97.7,5.0,5.0
34.8,76.7,5.52,10.4,56.5,5.0,5.0
37.3,34.3,5.14,40.0,197.0,5.0,5.0
34.3,31.0,5.67,24.1,150.0,6.5,5.0
35.7,45.9,5.46,26.3,185.3,8.4,5.99
35.8,40.7,5.45,32.7,199.9,5.6,5.0
33.3,48.9,5.02,19.3,108.8,5.0,5.0
37.5,26.6,5.56,16.2,88.2,10.1,5.0
34.6,88.2,5.79,18.5,77.6,9.6,5.0
33.1,96.0,5.43,21.0,127.3,20.0,14.47
36.3,24.0,5.29,27.8,140.9,5.0,5.0
32.8,89.1,5.51,19.3,120.9,9.1,5.0
35.1,36.4,5.92,23.8,108.1,8.1,5.0
35.0,83.8,5.64,17.3,75.2,8.0,5.0
37.7,52.8,5.48,22.1,116.3,5.0,5.0
36.2,55.4,5.27,13.4,62.8,5.0,5.0
34.9,49.8,5.24,38.5,179.8,5.0,5.0
37.0,96.0,5.61,13.9,57.0,5.0,5.0
38.5,29.4,5.16,11.8,107.1,5.0,5.0
36.4,74.0,5.73,11.0,65.0,5.7,5.0
35.0,94.7,5.78,23.6,166.2,5.3,5.0
31.7,78.1,5.69,24.9,96.9,6.5,5.0
32.3,96.0,5.36,16.3,67.0,5.0,5.0
34.2,41.9,5.57,29.6,129.7,5.6,5.0
33.5,88.1,5.52,24.3,187.4,11.5,7.49
34.5,51.8,5.76,33.5,186.3,5.0,5.0
35.1,96.0,5.52,10.0,87.4,7.1,5.0
36.3,54.4,5.19,15.7,157.9,6.3,5.0
34.8,45.0,5.02,10.0,54.5,8.6,5.0
36.2,96.0,5.66,18.0,69.8,6.9,5.0
35.2,42.7,5.42,13.8,124.9,5.0,5.0
30.1,26.9,5.54,12.6,84.3,5.0,5.0
32.7,42.2,5.27,31.4,169.7,5.0,5.0
34.6,74.4,4.95,32.7,189.7,12.2,13.98
32.0,96.0,5.56,18.7,50.6,5.0,5.0
36.5,57.7,5.75,12.8,84.9,6.0,5.0
38.8,96.0,5.44,15.2,115.9,5.6,5.0
38.0,27.7,5.58,14.7,134.5,5.0,5.0
34.5,43.7,5.4,26.3,187.4,6.3,5.0
38.7,47.3,5.68,22.0,183.8,9.3,5.0
35.4,51.6,5.62,12.9,145.6,5.9,5.0
34.2,56.9,5.67,23.1,88.6,5.0,5.0
33.5,77.1,5.5,25.4,167.5,5.9,5.0
34.2,43.7,5.3,25.0,80.4,5.0,5.0
34.0,58.5,5.45,25.0,194.8,5.0,5.0
35.4,53.4,5.61,10.0,50.9,5.6,5.0
35.4,34.4,5.48,16.4,135.5,7.8,5.0
35.0,51.6,5.27,10.0,63.3,7.7,5.0
36.1,50.8,5.56,21.0,111.1,12.7,7.76
38.0,50.3,5.28,24.6,145.2,5.0,5.0
37.4,55.5,5.3,27.4,153.4,5.0,5.0
31.3,56.7,5.67,31.9,167.8,5.0,5.0
30.0,44.0,5.75,26.4,139.0,12.4,5.0
37.3,96.0,5.19,10.0,87.7,5.0,5.0
31.6,30.4,5.62,24.9,183.4,10.3,5.0
34.4,38.1,5.3,26.4,171.7,5.0,5.0
32.1,96.0,5.42,29.7,74.0,5.2,5.0
30.5,32.5,4.95,30.0,174.0,5.0,5.0
36.4,27.7,5.76,29.9,195.9,6.0,5.0
36.9,78.8,5.8,25.2,145.6,5.0,5.0
33.6,24.0,5.8,10.8,92.3,8.0,5.0
30.0,48.5,5.66,22.5,141.0,10.8,5.0
33.6,96.0,5.28,20.0,101.4,9.2,5.91
36.0,25.2,5.41,22.6,151.4,5.0,5.0
31.3,24.0,5.22,16.0,131.7,5.0,5.0
35.5,25.8,5.66,28.0,189.4,5.0,5.0
35.0,85.6,5.51,19.8,142.7,6.9,5.0
36.4,95.8,5.48,10.0,82.1,5.8,5.0
35.3,42.3,5.55,21.0,158.8,9.2,5.0
32.6,76.8,5.28,10.0,95.1,5.9,5.0
38.0,96.0,5.33,10.0,90.9,5.0,5.0
34.6,96.0,5.23,10.6,108.8,5.0,5.0
34.9,48.3,5.41,12.5,51.8,5.0,5.0
32.7,24.0,5.35,36.8,195.4,9.2,5.96
33.9,36.2,5.3,11.8,129.8,5.0,5.0
32.8,44.1,5.62,32.8,166.0,5.1,5.0
34.6,48.0,5.74,10.0,88.7,5.0,5.0
39.3,49.7,5.71,28.0,162.0,5.0,5.0
31.6,95.5,5.6,21.6,135.1,5.0,5.0
31.0,96.0,5.35,20.2,113.6,5.0,5.0
38.7,50.1,5.54,23.5,195.6,8.7,5.18
34.5,94.6,5.25,10.0,124.1,6.9,5.0
33.3,65.3,5.77,18.3,148.6,5.0,5.0
37.6,56.4,5.42,10.0,52.3,6.0,5.0
33.5,85.9,5.72,24.1,95.2,5.0,5.0
39.6,56.6,5.61,22.3,183.3,5.0,5.0
36.7,96.0,5.45,24.1,163.8,10.1,8.16
33.8,26.6,5.52,15.8,130.5,6.0,5.0
40.0,42.2,5.76,27.7,185.0,5.0,5.0
33.5,51.3,5.28,10.0,122.9,5.0,5.0
36.9,68.0,5.37,27.7,135.0,5.0,5.0
35.7,96.0,5.2,16.2,107.3,8.6,5.0
38.3,53.9,5.73,26.0,143.0,5.0,5.0
38.9,26.8,5.38,13.5,97.9,7.4,5.0
35.1,83.2,5.8,17.1,107.8,5.0,5.0
33.1,79.6,5.79,34.9,194.9,5.6,5.0
36.1,24.0,5.26,10.7,66.7,10.4,5.0
33.3,54.5,5.24,10.7,65.8,5.0,5.0
40.0,24.7,5.7,10.0,56.5,7.0,5.0
35.3,39.2,5.51,12.0,98.0,7.1,5.0
34.1,34.8,4.79,11.4,109.7,5.0,5.0
35.5,81.8,5.42,10.0,64.2,5.0,5.0
31.6,57.9,5.42,26.1,132.4,5.0,5.0
32.6,28.7,5.63,29.7,137.5,5.0,5.0
38.0,84.8,5.15,18.2,162.7,8.6,6.56
33.4,26.7,5.89,31.4,196.4,5.0,5.0
32.4,64.4,5.64,19.8,142.9,5.0,5.0
36.3,36.3,5.89,17.0,66.7,8.6,5.0
38.0,45.5,5.57,10.2,63.3,8.0,5.0
36.8,70.3,4.82,25.0,166.6,5.0,5.0
37.5,70.9,5.41,18.4,147.6,6.4,5.0
33.1,96.0,5.49,10.0,74.3,6.1,5.0
31.4,52.4,5.02,17.0,88.0,5.3,5.0
38.8,63.6,5.04,26.1,162.5,5.0,5.0
34.2,43.9,5.59,22.1,134.9,7.4,5.0
34.4,59.8,5.05,17.7,137.8,6.3,5.0
38.3,68.0,5.67,11.5,81.5,9.1,5.0
36.4,52.0,5.5,25.6,144.4,8.2,5.8
36.1,24.0,5.61,29.7,165.6,5.4,5.0
40.0,64.4,5.46,21.5,182.8,5.0,5.0
33.4,65.5,5.59,20.9,160.5,5.0,5.0
37.3,38.9,5.16,13.5,136.5,9.0,5.0
35.1,28.7,5.63,23.7,151.0,5.0,5.0
35.7,96.0,5.88,22.8,122.8,5.0,5.0
38.8,69.8,5.61,11.2,84.0,5.0,5.0
36.3,48.7,4.99,24.0,182.3,5.0,5.0
36.3,30.9,5.26,17.8,129.9,5.0,5.0
37.7,36.2,5.71,32.4,139.1,6.1,5.0
34.1,96.0,5.63,35.7,198.5,5.0,5.0
32.9,58.5,5.73,33.3,197.8,5.0,5.0
32.4,41.5,5.25,22.3,137.9,9.4,5.29
30.1,70.4,5.16,10.0,55.1,5.1,5.0
40.0,36.3,5.37,11.9,109.4,5.0,5.0
32.2,96.0,5.34,23.3,190.6,9.9,6.34
34.4,96.0,5.37,11.1,93.2,5.0,5.0
34.3,43.2,5.8,25.2,199.9,5.2,5.0
35.8,39.9,5.46,10.0,62.6,5.9,5.0
37.0,24.0,5.49,19.8,135.2,8.3,5.0
37.2,26.0,5.79,19.0,127.3,5.0,5.0
33.5,27.9,5.55,10.1,88.3,5.1,5.0
34.6,58.4,5.46,31.3,192.3,12.6,13.65
35.7,46.4,5.07,20.5,142.9,5.7,5.0
34.4,27.9,5.44,13.8,84.5,8.2,5.0
39.0,47.4,5.76,12.4,107.6,20.0,5.0
36.2,70.3,5.39,27.2,158.2,16.8,23.48
36.8,71.1,5.19,11.5,94.7,5.4,5.0
36.7,24.0,5.31,35.3,181.9,5.0,5.0
37.9,51.2,5.61,10.1,74.9,5.0,5.0
35.5,27.3,5.54,13.0,89.7,6.3,5.0
31.8,85.7,5.52,13.7,71.7,10.3,5.0
36.0,80.8,5.54,13.9,65.6,6.8,5.0
33.4,34.8,5.69,18.9,95.0,6.0,5.0
33.7,37.2,5.32,38.9,199.9,5.0,5.0
36.5,43.4,5.74,12.9,64.1,5.6,5.0
38.1,24.0,5.58,12.0,82.0,5.0,5.0
35.1,64.6,5.47,11.0,90.7,5.0,5.0
35.8,47.6,5.39,20.8,142.9,5.0,5.0
39.3,88.7,5.11,31.7,161.8,8.7,11.67
35.6,31.5,5.77,17.5,162.8,11.0,5.0
40.0,40.1,5.24,10.0,51.3,6.2,5.0
36.4,25.7,5.42,21.1,147.8,5.0,5.0
30.6,33.0,5.96,17.5,144.6,5.9,5.0
36.9,30.2,5.43,17.1,127.6,5.0,5.0
36.0,89.8,5.41,25.1,106.9,5.0,5.0
38.2,38.5,5.11,24.0,169.6,5.0,5.0
36.7,58.1,5.14,17.3,101.6,5.0,5.0
34.7,45.1,5.0,10.0,84.5,5.0,5.0
31.9,28.9,4.95,10.0,96.5,9.3,5.0
34.5,50.2,5.59,22.1,115.9,5.9,5.0
32.9,73.7,5.3,20.7,82.1,5.0,5.0
33.5,29.8,4.87,22.3,141.1,12.1,7.25
36.5,81.8,5.81,25.9,182.6,13.4,6.39
39.2,35.7,5.78,23.4,139.3,5.0,5.0
36.0,42.9,5.39,10.0,117.0,5.0,5.0
32.0,71.2,5.68,26.6,169.5,5.0,5.0
36.1,39.2,5.72,19.1,162.2,9.7,5.0
38.0,55.6,5.54,19.7,105.1,8.5,5.0
33.5,46.6,5.33,10.1,140.6,5.0,5.0
34.7,58.2,5.44,20.8,159.5,5.0,5.0
35.0,24.0,5.28,12.8,86.8,12.4,5.4
33.0,24.0,5.22,11.9,104.9,10.7,5.0
36.6,74.3,5.59,10.0,65.9,5.0,5.0
34.7,91.7,5.64,34.2,198.2,6.9,5.0
36.0,34.6,5.54,10.0,62.9,5.0,5.0
32.8,48.3,5.12,10.0,75.3,10.6,5.0
33.9,63.3,5.15,23.0,122.0,10.1,7.74
36.8,77.2,5.81,28.2,179.8,5.0,5.0
34.1,24.0,4.91,17.0,103.4,9.6,5.0
39.3,35.1,5.45,20.3,165.3,10.4,8.34
34.0,46.2,5.28,10.0,151.4,6.5,5.0
35.6,77.6,5.49,17.3,145.8,11.1,5.72
37.3,96.0,5.69,21.5,176.8,5.0,5.0
31.5,48.7,5.63,10.0,52.1,5.0,5.0
30.6,27.0,5.68,24.2,189.4,5.0,5.0
31.2,66.8,5.55,26.7,174.4,10.0,5.0
38.2,96.0,5.56,33.0,190.7,5.0,5.0
33.6,57.6,5.64,30.7,169.0,5.0,5.0
40.0,34.7,5.7,31.5,181.8,5.0,5.0
